InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
INV1737,P844,Stand-alone clear-thinking pricing structure,8,2025-04-08,26.0,C137,Kenya,208.0
INV1640,P245,Customizable uniform leverage,18,2025-04-09,61.68,C151,Uganda,1110.24
INV1587,P681,Devolved fault-tolerant migration,23,2025-04-10,19.36,C176,Ghana,445.28
INV1494,P934,Front-line next generation framework,46,2025-04-12,88.28,C128,South Africa,4060.88
INV1020,P438,Advanced holistic access,30,2025-04-12,72.57,C119,Morocco,2177.1
INV1715,P834,Virtual fault-tolerant leverage,20,2025-04-14,58.36,C191,Ghana,1167.2
INV1605,P1085,Sharable modular support,19,2025-04-15,97.5,C118,Ghana,1852.5
INV1929,P684,Centralized foreground encryption,36,2025-04-18,34.77,C168,Ethiopia,1251.72
INV1384,P769,Triple-buffered homogeneous infrastructure,24,2025-04-19,42.33,C180,South Africa,1015.92
INV1459,P335,Mandatory system-worthy hub,28,2025-04-19,85.37,C126,South Africa,2390.36
INV1755,P635,Versatile dynamic structure,48,2025-04-21,23.25,C138,Kenya,1116.0
INV1518,P365,Persistent fresh-thinking attitude,45,2025-04-21,84.17,C116,South Africa,3787.65
INV1203,P980,Organic human-resource groupware,24,2025-04-22,76.77,C156,Egypt,1842.48
INV1971,P814,Stand-alone regional circuit,13,2025-04-22,48.01,C135,Kenya,624.13
INV1483,P337,Mandatory optimizing circuit,26,2025-04-23,52.6,C197,Rwanda,1367.6000000000001
INV1866,P884,Intuitive discrete contingency,17,2025-04-23,53.69,C105,Nigeria,912.73
INV1283,P425,Profit-focused 3rdgeneration circuit,5,2025-04-25,14.86,C193,Ethiopia,74.3
INV1439,P471,Customizable exuding algorithm,44,2025-04-26,22.42,C167,Kenya,986.48
INV1790,P660,Ameliorated grid-enabled complexity,21,2025-04-28,86.6,C185,Uganda,1818.6
INV1507,P849,Innovative coherent hierarchy,23,2025-04-29,9.33,C173,South Africa,214.59
INV1478,P767,Enhanced human-resource task-force,5,2025-04-30,57.56,C105,Egypt,287.8
INV1402,P688,Universal client-server portal,29,2025-05-01,52.73,C191,Nigeria,1529.1699999999998
INV1164,P312,Realigned next generation methodology,36,2025-05-04,47.1,C164,Nigeria,1695.6000000000001
INV1974,P1015,Face-to-face web-enabled standardization,4,2025-05-04,97.44,C190,South Africa,389.76
INV1445,P668,Reduced multimedia policy,45,2025-05-05,49.63,C113,Kenya,2233.35
INV1639,P460,Future-proofed bi-directional methodology,11,2025-05-06,62.04,C112,Nigeria,682.4399999999999
INV1907,P681,Digitized bifurcated function,1,2025-05-07,42.97,C161,Nigeria,42.97
INV1342,P387,Configurable logistical throughput,34,2025-05-09,76.14,C180,South Africa,2588.76
INV1111,P588,Customer-focused national migration,33,2025-05-09,50.73,C118,South Africa,1674.09
INV1617,P228,Down-sized human-resource archive,19,2025-05-09,48.75,C158,Nigeria,926.25
INV1857,P425,Re-contextualized fresh-thinking encoding,24,2025-05-10,38.63,C126,Ethiopia,927.1200000000001
INV1927,P444,Up-sized uniform definition,17,2025-05-10,72.73,C137,Tanzania,1236.41
INV1880,P777,Cross-platform intangible workforce,47,2025-05-14,19.34,C120,Kenya,908.98
INV1668,P618,Multi-layered static extranet,7,2025-05-14,3.07,C128,Egypt,21.49
INV1618,P318,Operative encompassing protocol,47,2025-05-15,21.82,C158,Rwanda,1025.54
INV1370,P260,Quality-focused optimal concept,35,2025-05-15,56.51,C149,Ethiopia,1977.85
INV1304,P784,Implemented heuristic firmware,35,2025-05-15,72.43,C162,Uganda,2535.05
INV1613,P895,Proactive fault-tolerant Internet solution,7,2025-05-16,15.45,C105,Kenya,108.14999999999999
INV1680,P966,Exclusive static hardware,26,2025-05-16,96.12,C147,Kenya,2499.12
INV1803,P481,Public-key zero-defect initiative,10,2025-05-16,32.49,C106,Kenya,324.90000000000003
INV1173,P594,Focused holistic parallelism,6,2025-05-16,4.35,C129,Egypt,26.099999999999998
INV1077,P246,Phased 24/7 flexibility,31,2025-05-17,90.07,C147,Nigeria,2792.1699999999996
INV1506,P294,Reduced reciprocal application,37,2025-05-17,20.12,C177,Nigeria,744.44
INV1076,P271,Visionary mission-critical projection,14,2025-05-18,71.66,C158,Morocco,1003.24
INV1351,P1076,Phased demand-driven algorithm,19,2025-05-19,5.37,C163,Ghana,102.03
INV1729,P450,Focused user-facing architecture,10,2025-05-21,44.76,C182,Uganda,447.59999999999997
INV1396,P262,Enterprise-wide systemic extranet,40,2025-05-21,48.5,C189,Ethiopia,1940.0
INV1432,P523,Ameliorated 4thgeneration help-desk,42,2025-05-22,5.65,C198,South Africa,237.3
INV1944,P317,Mandatory value-added software,45,2025-05-24,67.29,C177,South Africa,3028.05
INV1463,P578,Decentralized exuding firmware,23,2025-05-25,73.79,C102,Morocco,1697.17
INV1989,P630,Quality-focused tertiary orchestration,44,2025-05-27,23.51,C156,South Africa,1034.44
INV1446,P523,Focused scalable Graphic Interface,32,2025-05-27,99.64,C157,Nigeria,3188.48
INV1266,P608,Proactive dynamic hub,28,2025-05-28,40.85,C116,Ghana,1143.8
INV1254,P740,Customizable static monitoring,19,2025-05-29,22.73,C150,Nigeria,431.87
INV1236,P1099,Realigned content-based standardization,5,2025-05-29,63.69,C135,Nigeria,318.45
INV1000,P854,Switchable uniform installation,39,2025-05-30,93.44,C144,Uganda,3644.16
INV1046,P420,Horizontal directional orchestration,14,2025-05-30,14.74,C134,Uganda,206.36
INV1110,P673,Decentralized 24hour adapter,35,2025-05-31,60.79,C116,Ethiopia,2127.65
INV1682,P830,Streamlined solution-oriented array,39,2025-05-31,84.78,C180,South Africa,3306.42
INV1255,P1093,Balanced zero administration circuit,20,2025-06-02,97.48,C104,Morocco,1949.6000000000001
INV1793,P453,Innovative local customer loyalty,28,2025-06-03,79.76,C177,Rwanda,2233.28
INV1301,P752,Organic mobile attitude,38,2025-06-05,83.87,C117,South Africa,3187.0600000000004
INV1934,P676,Front-line impactful benchmark,15,2025-06-06,77.49,C104,Kenya,1162.35
INV1669,P534,Advanced transitional system engine,25,2025-06-08,65.67,C106,Egypt,1641.75
INV1211,P854,Multi-layered high-level standardization,49,2025-06-13,80.27,C172,Egypt,3933.23
INV1994,P570,Multi-channeled neutral implementation,6,2025-06-13,51.46,C172,Nigeria,308.76
INV1022,P816,Up-sized 24/7 firmware,2,2025-06-14,72.13,C180,Uganda,144.26
INV1079,P433,Advanced web-enabled focus group,15,2025-06-15,54.44,C119,Ghana,816.5999999999999
INV1344,P673,Integrated tangible hierarchy,30,2025-06-17,64.09,C136,Nigeria,1922.7
INV1299,P697,Ergonomic neutral array,8,2025-06-17,77.33,C157,Tanzania,618.64
INV1937,P985,Team-oriented modular concept,14,2025-06-21,59.98,C137,Morocco,839.7199999999999
INV1784,P761,Synergistic 24/7 knowledgebase,13,2025-06-21,66.5,C114,Tanzania,864.5
INV1641,P925,Persistent fresh-thinking capacity,47,2025-06-21,30.58,C191,Ethiopia,1437.26
INV1015,P632,Extended web-enabled encryption,3,2025-06-21,58.02,C147,South Africa,174.06
INV1545,P566,Fully-configurable context-sensitive Graphic Interface,29,2025-06-22,16.73,C137,Uganda,485.17
INV1534,P796,Pre-emptive cohesive core,33,2025-06-23,67.93,C187,Egypt,2241.69
INV1781,P716,Public-key intermediate hardware,22,2025-06-24,24.22,C197,Kenya,532.8399999999999
INV1556,P835,Streamlined full-range orchestration,8,2025-06-24,14.0,C183,Ethiopia,112.0
INV1896,P534,Robust zero administration Graphic Interface,32,2025-06-25,90.68,C175,Ethiopia,2901.76
INV1753,P309,Integrated local monitoring,13,2025-06-25,6.12,C177,Rwanda,79.56
INV1760,P730,Progressive regional hub,6,2025-06-26,69.13,C117,South Africa,414.78
INV1214,P403,Re-engineered asymmetric paradigm,17,2025-06-26,86.83,C184,South Africa,1476.11
INV1813,P282,Synergized modular hierarchy,13,2025-06-28,44.38,C114,Nigeria,576.94
INV1707,P953,Open-source leadingedge focus group,21,2025-06-29,37.91,C179,Kenya,796.1099999999999
INV1104,P850,Managed bottom-line software,8,2025-06-29,49.9,C161,Kenya,399.2
INV1832,P630,Multi-layered dedicated standardization,30,2025-06-30,17.68,C180,Uganda,530.4
INV1824,P617,Synergistic tangible solution,26,2025-07-03,56.78,C155,Uganda,1476.28
INV1244,P978,User-centric attitude-oriented adapter,9,2025-07-04,62.85,C124,Egypt,565.65
INV1887,P1087,Optional web-enabled challenge,4,2025-07-05,12.12,C176,Morocco,48.48
INV1586,P1079,Innovative scalable matrix,24,2025-07-06,96.78,C128,Ethiopia,2322.7200000000003
INV1374,P599,Right-sized context-sensitive interface,23,2025-07-06,44.66,C112,Kenya,1027.1799999999998
INV1369,P610,Extended didactic open system,31,2025-07-07,37.11,C183,Kenya,1150.41
INV1049,P304,Exclusive 5thgeneration circuit,26,2025-07-07,47.84,C126,Kenya,1243.8400000000001
INV1092,P573,Front-line 5thgeneration pricing structure,45,2025-07-08,17.51,C112,Nigeria,787.95
INV1819,P356,Profound neutral solution,34,2025-07-08,30.39,C145,South Africa,1033.26
INV1217,P980,Synergistic eco-centric project,2,2025-07-10,26.13,C156,Kenya,52.26
INV1328,P262,Multi-tiered leadingedge standardization,17,2025-07-11,1.23,C158,South Africa,20.91
INV1949,P310,Reactive 24/7 application,47,2025-07-11,68.33,C125,Kenya,3211.5099999999998
INV1290,P269,Devolved human-resource utilization,48,2025-07-12,57.76,C145,Ghana,2772.48
INV1499,P1073,Adaptive regional architecture,26,2025-07-13,82.17,C154,Kenya,2136.42
INV1943,P935,Re-engineered intangible process improvement,2,2025-07-13,83.35,C138,Egypt,166.7
INV1505,P252,Robust bandwidth-monitored installation,30,2025-07-15,26.61,C166,South Africa,798.3
INV1529,P352,Right-sized motivating capability,24,2025-07-19,47.88,C133,Ghana,1149.1200000000001
INV1978,P555,Triple-buffered bi-directional utilization,45,2025-07-21,25.12,C164,Nigeria,1130.4
INV1574,P1084,Centralized discrete throughput,37,2025-07-23,47.68,C173,Morocco,1764.16
INV1270,P648,Open-architected multimedia extranet,31,2025-07-24,14.1,C170,Rwanda,437.09999999999997
INV1628,P553,Optional regional infrastructure,39,2025-07-24,32.89,C109,Kenya,1282.71
INV1980,P638,Diverse hybrid Local Area Network,47,2025-07-25,10.2,C151,South Africa,479.4
INV1279,P802,User-friendly well-modulated policy,2,2025-07-26,41.12,C188,Kenya,82.24
INV1607,P991,Ergonomic bottom-line complexity,36,2025-07-28,66.04,C171,Tanzania,2377.44
INV1493,P415,Adaptive dedicated help-desk,30,2025-07-28,19.73,C107,Kenya,591.9
INV1658,P838,Fully-configurable solution-oriented intranet,29,2025-07-28,65.38,C193,Kenya,1896.02
INV1993,P643,Multi-channeled content-based firmware,37,2025-07-28,24.67,C200,Kenya,912.7900000000001
INV1676,P630,Reactive global initiative,44,2025-07-28,42.42,C187,Kenya,1866.48
INV1666,P516,Re-engineered clear-thinking complexity,22,2025-07-29,5.32,C145,Kenya,117.04
INV1041,P914,Ergonomic explicit neural-net,9,2025-07-30,55.31,C159,Uganda,497.79
INV1262,P906,Synergized cohesive initiative,18,2025-07-31,48.99,C146,Egypt,881.82
INV1736,P624,Upgradable multi-tasking algorithm,28,2025-08-01,94.91,C143,Kenya,2657.48
INV1367,P418,Persistent empowering protocol,49,2025-08-01,64.81,C184,Egypt,3175.69
INV1154,P608,Inverse background info-mediaries,32,2025-08-01,61.18,C200,Ethiopia,1957.76
INV1129,P474,Compatible analyzing instruction set,40,2025-08-02,14.77,C165,Uganda,590.8
INV1178,P457,Networked upward-trending matrices,20,2025-08-04,22.06,C132,South Africa,441.2
INV1515,P333,Business-focused 24hour capability,32,2025-08-04,29.05,C143,Kenya,929.6
INV1844,P560,Horizontal composite encoding,39,2025-08-05,25.36,C142,Uganda,989.04
INV1398,P521,Profit-focused hybrid access,9,2025-08-06,27.9,C192,South Africa,251.1
INV1708,P373,Horizontal value-added circuit,16,2025-08-09,51.75,C165,Ghana,828.0
INV1265,P519,Focused client-server artificial intelligence,11,2025-08-11,70.19,C166,Nigeria,772.0899999999999
INV1335,P454,Fundamental coherent concept,30,2025-08-12,79.21,C169,Nigeria,2376.2999999999997
